Ano,Mes,Dia,Codigo do Item,Ordem de Producao,Horas Totais,Horas Paradas,Horas Efetivas,kg,t/h,Horas OE,Horas Disponiveis,Turno
2024,4,12,17138245,21913892,1.82,1.38,0.43,"10,000",5.50,1.38,1.82,2
2024,4,12,11862075,21953655,4.58,3.23,1.35,"55,500",12.11,3.23,4.42,2
2024,4,15,11862075,21953655,2.05,1.20,0.85,"27,000",13.17,1.20,2.05,1
2024,4,15,17008525,17008525,0.15,0.00,0.15,"2,000",13.33,0.00,0.15,1
2024,4,15,14022635,21935743,1.82,1.53,0.28,"15,000",8.26,1.53,0.72,1
2024,4,15,17017215,21931023,3.97,3.20,0.77,"13,920",3.51,3.20,2.97,1
2024,4,15,13986725,21953763,0.78,0.33,0.45,"15,180",19.38,0.33,0.78,1
2024,4,15,13966475,21955341,0.95,0.22,0.73,"22,575",23.76,0.22,0.95,1
2024,4,15,13966475,21955341,1.13,0.83,0.30,"7,358",6.49,0.83,0.97,2
2024,4,15,11862145,21953656,0.38,0.23,0.15,"1,530",3.99,0.23,0.15,2
2024,4,15,11863235,21946665,1.25,0.42,0.83,"22,440",17.95,0.42,1.25,2
2024,4,15,11867295,21928880,4.38,1.33,3.05,"116,700",26.62,1.33,4.38,2
2024,4,15,11863585,21912429,2.12,0.87,1.25,"51,480",24.32,0.87,1.88,2
2024,4,16,11863585,21912429,4.03,0.82,3.22,"104,520",25.91,0.82,3.87,1
2024,4,16,13848995,21964283,1.53,0.68,0.85,"27,000",17.61,0.68,1.53,1
2024,4,16,13849125,21943828,1.22,0.17,1.05,"33,000",27.12,0.17,1.22,1
2024,4,16,11862175,21946663,2.97,0.78,2.18,"78,000",26.29,0.78,2.97,1
2024,4,16,11862175,21946663,1.25,0.13,1.12,"38,220",30.58,0.13,1.12,2
2024,4,16,13951345,21957637,0.13,0.00,0.13,"1,500",11.25,0.00,0.13,2
2024,4,16,13824055,21969438,0.40,0.22,0.18,"8,970",22.42,0.22,0.40,2
2024,4,16,11867295,21931018,5.72,3.25,2.47,"109,980",19.24,3.25,5.05,2
2024,4,16,11863185,21972116,0.15,0.00,0.15,"1,530",10.20,0.00,0.15,2
2024,4,16,13599145,21971109,1.60,0.97,0.63,"24,000",15.00,0.97,1.37,2
2024,4,17,13599145,21971109,4.00,1.00,3.00,"88,500",22.13,1.00,3.58,1
2024,4,17,14022615,21952450,1.07,0.15,0.92,"22,500",21.09,0.15,1.07,1
2024,4,17,13931945,21969767,0.48,0.17,0.32,"7,500",15.52,0.17,0.48,1
2024,4,17,11861965,21962827,1.57,0.33,1.23,"31,500",20.11,0.33,1.57,1
2024,4,17,13952345,21969768,1.70,1.33,0.37,"9,000",5.29,1.33,1.70,1
2024,4,17,12842285,21943961,0.67,0.00,0.67,"20,880",31.32,0.00,0.67,1
2024,4,17,11862035,21954046,0.22,0.00,0.22,"9,000",41.54,0.00,0.22,1
2024,4,17,11862035,21954046,1.05,0.22,0.83,"35,220",33.54,0.22,1.05,2
2024,4,17,14433515,21954051,0.65,0.53,0.12,"4,500",6.92,0.53,0.65,2
2024,4,17,11862435,21954047,1.10,0.88,0.22,"7,350",6.68,0.88,0.90,2
2024,4,17,12388185,21963782,1.30,0.72,0.58,"15,750",12.12,0.72,1.30,2
2024,4,17,12842265,21979358,2.38,1.42,0.97,"21,900",9.19,1.42,2.38,2
2024,4,17,13296015,21979285,2.37,0.85,1.52,"37,500",15.85,0.85,1.72,2
2024,4,17,14442315,21962831,0.38,0.32,0.07,"1,320",3.44,0.32,0.07,2
2024,4,18,14442315,21962831,1.15,0.33,0.82,"13,200",11.48,0.33,0.82,1
2024,4,18,11905945,21977330,0.52,0.45,0.07,"1,230",2.38,0.45,0.07,1
2024,4,18,11862185,21980677,6.08,1.22,4.87,"163,140",26.82,1.22,5.43,1
2024,4,18,11863315,21986316,0.33,0.00,0.33,"6,510",19.53,0.00,0.33,1
2024,4,18,11863315,21986827,0.22,0.00,0.22,"7,440",34.34,0.00,0.22,1
2024,4,18,13966475,21985179,1.42,0.82,0.60,"17,820",12.58,0.82,1.42,1
2024,4,18,13966475,21985179,1.17,0.68,0.48,"18,180",15.58,0.68,0.98,2
2024,4,18,11863035,21985177,0.98,0.00,0.98,"30,720",31.24,0.00,0.98,2
2024,4,18,12762945,21985178,0.80,0.00,0.80,"24,450",30.56,0.00,0.80,2
2024,4,18,14022685,21986704,0.63,0.25,0.38,"10,350",16.34,0.25,0.63,2
2024,4,18,17358245,21986126,0.67,0.20,0.47,"14,520",21.78,0.20,0.67,2
2024,4,18,17370985,21986050,0.35,0.00,0.35,"6,630",18.94,0.00,0.35,2
2024,4,18,14041395,21986705,4.63,4.18,0.45,"15,000",3.24,4.18,0.95,2
2024,4,19,11867295,21954049,2.12,0.00,2.12,"54,870",25.92,0.00,2.12,1
2024,4,22,11867295,21999587,3.70,1.60,2.10,"78,090",21.11,1.60,3.03,1
2024,4,22,11867325,21999588,2.43,0.47,1.97,"77,790",31.97,0.47,2.43,1
2024,4,22,11863585,21999584,2.95,0.92,2.03,"77,580",26.30,0.92,2.95,1
2024,4,22,11862175,21999592,0.67,0.00,0.67,"20,280",30.42,0.00,0.67,1
2024,4,22,11862175,21999592,2.12,0.52,1.60,"57,510",27.17,0.52,2.12,2
2024,4,22,13824055,21999590,1.00,0.67,0.33,"12,270",12.27,0.67,1.00,2
2024,4,22,11867295,22002905,3.03,1.07,1.97,"78,000",25.71,1.07,3.03,2
2024,4,22,11867325,22002798,3.13,1.37,1.77,"59,280",18.92,1.37,2.98,2
2024,4,23,11867325,22002798,4.43,1.50,2.93,"96,720",21.82,1.50,4.27,1
2024,4,23,13849035,21999591,0.28,0.00,0.28,"5,970",21.07,0.00,0.28,1
2024,4,23,11860895,21999583,0.33,0.25,0.08,"4,560",13.68,0.25,0.33,1
2024,4,23,11863025,21999653,3.67,1.38,2.28,"81,480",22.22,1.38,3.67,1
2024,4,23,12945325,21999672,0.38,0.00,0.38,"7,500",19.57,0.00,0.38,1
2024,4,23,13966475,21999665,0.62,0.13,0.48,"9,666",15.67,0.13,0.62,1
2024,4,23,13966475,21999665,1.50,1.00,0.50,"19,334",12.89,1.00,1.50,2
2024,4,23,13935485,22002612,0.90,0.00,0.90,"34,770",38.63,0.00,0.90,2
2024,4,23,13296015,22004579,1.88,0.58,1.30,"44,820",23.80,0.58,1.88,2
2024,4,23,11862205,22004578,2.77,0.25,2.52,"90,000",32.53,0.25,2.77,2
2024,4,23,14022525,21999671,0.70,0.20,0.50,"15,000",21.43,0.20,0.70,2
2024,4,23,13986735,22002613,0.80,0.32,0.48,"13,500",16.88,0.32,0.80,2
2024,4,23,13966475,21999667,0.68,0.45,0.23,"9,468",13.86,0.45,0.45,2
2024,4,24,13966475,21999667,1.47,0.72,0.75,"20,532",14.00,0.72,1.30,1
2024,4,24,11863315,22010737,1.68,0.00,1.68,"54,240",32.22,0.00,1.68,1
2024,4,24,13966475,21999669,1.47,0.75,0.72,"30,000",20.45,0.75,1.47,1
2024,4,24,13966475,22012563,0.22,0.00,0.22,"2,279",10.52,0.00,0.22,1
2024,4,24,13809395,22002611,0.32,0.17,0.15,"2,250",7.11,0.17,0.32,1
2024,4,24,14388735,21999673,0.45,0.00,0.45,"12,500",27.78,0.00,0.45,1
2024,4,24,11862305,21999651,0.80,0.25,0.55,"14,000",17.50,0.25,0.80,1
2024,4,24,11862145,22010735,0.87,0.38,0.48,"9,000",10.38,0.38,0.87,1
2024,4,24,13951325,21999670,1.17,0.50,0.67,"12,000",10.29,0.50,1.17,1
2024,4,24,11863585,21999652,0.80,0.00,0.80,"23,400",29.25,0.00,0.80,1
2024,4,24,11863585,22011576,0.40,0.33,0.07,"10,920",27.30,0.33,0.07,1
2024,4,24,11863585,22011576,0.70,0.30,0.40,"12,480",17.83,0.30,0.70,2
2024,4,24,11867325,21999656,4.05,0.22,3.83,"155,130",38.30,0.22,4.05,2
2024,4,24,11862175,22012355,4.55,1.73,2.82,"112,320",24.69,1.73,4.55,2
2024,4,25,11867295,21999654,4.02,1.72,2.30,"77,910",19.40,1.72,3.85,1
2024,4,25,11867295,22012339,2.83,0.53,2.30,"77,400",27.32,0.53,2.83,1
2024,4,25,13848995,22026260,0.27,0.00,0.27,"5,970",22.39,0.00,0.27,1
2024,4,25,13824055,22026259,1.38,0.67,0.72,"23,100",16.70,0.67,1.38,1
2024,4,25,11867205,22026258,0.92,0.73,0.18,"2,970",3.24,0.73,0.92,1
2024,4,25,11862055,21999647,0.30,0.30,0.00,"4,500",15.00,0.30,0.00,1
2024,4,25,11862055,21999647,2.28,0.00,2.28,"77,130",33.78,0.00,2.28,2
2024,4,25,13936295,21999664,0.97,0.68,0.28,"6,570",6.80,0.68,0.53,2
2024,4,25,11911015,21999660,1.50,0.00,1.50,"44,880",29.92,0.00,1.50,2
2024,4,25,11906005,21999655,1.85,0.83,1.02,"33,000",17.84,0.83,1.85,2
2024,4,25,12842285,22028178,0.63,0.00,0.63,"15,000",23.68,0.00,0.63,2
2024,4,25,13841595,21999659,0.28,0.00,0.28,"5,310",18.74,0.00,0.28,2
2024,4,25,11862385,21999650,0.10,0.00,0.10,"1,020",10.20,0.00,0.10,2
2024,4,25,11861965,22014018,1.60,0.60,1.00,"43,500",27.19,0.60,1.37,2
2024,4,26,11861965,22014018,0.27,0.17,0.10,"1,500",5.62,0.17,0.10,1
2024,4,26,11906005,21999658,1.63,0.93,0.70,"33,213",20.33,0.93,1.63,1
2024,4,26,11862025,22018016,0.75,0.00,0.75,"22,500",30.00,0.00,0.75,1
2024,4,26,17405945,22026665,0.42,0.00,0.42,"5,280",12.67,0.00,0.42,1
2024,4,26,13232705,22026662,0.37,0.23,0.13,"5,280",14.40,0.23,0.37,1
2024,4,26,11863235,22028996,1.45,0.88,0.57,"10,500",7.24,0.88,1.45,1
2024,4,26,11863585,22017972,3.00,1.25,1.75,"73,320",24.44,1.25,3.00,1
2024,4,26,11867325,22012341,1.80,0.78,1.02,"49,920",27.73,0.78,1.52,1
2024,4,26,11867325,22012341,1.03,0.00,1.03,"27,450",26.56,0.00,1.03,2
2024,4,26,11863585,21999585,5.33,1.53,3.80,"154,890",29.04,1.53,5.33,2
2024,4,26,11862165,22034404,0.97,0.42,0.55,"22,440",23.21,0.42,0.97,2
2024,4,26,11863185,22034423,0.47,0.00,0.47,"7,470",16.01,0.00,0.47,2
2024,4,26,11867325,22018404,1.47,0.85,0.62,"31,200",21.27,0.85,0.98,2
2024,4,29,11867325,22018404,3.70,0.55,3.15,"123,840",33.47,0.55,3.32,1
2024,4,29,11862175,22041941,2.60,0.33,2.27,"77,820",29.93,0.33,2.27,1
2024,4,29,11867205,22034410,1.48,0.65,0.83,"22,320",15.05,0.65,1.48,1
2024,4,29,11862175,22041942,1.97,0.38,1.58,"54,600",27.76,0.38,1.80,1
2024,4,29,11862175,22041942,0.67,0.00,0.67,"23,220",34.83,0.00,0.67,2
2024,4,29,12978225,22018017,0.37,0.25,0.12,"4,500",12.27,0.25,0.12,2
2024,4,29,11867295,22034661,2.50,0.70,1.80,"77,520",31.01,0.70,2.50,2
2024,4,29,11860895,22012349,0.52,0.00,0.52,"7,530",14.57,0.00,0.52,2
2024,4,29,11863585,22042448,5.22,1.73,3.48,"148,200",28.41,1.73,4.90,2
2024,4,30,11863585,22042448,3.77,2.05,1.72,"85,800",22.78,2.05,3.43,1
2024,4,30,11867325,22044638,2.73,0.92,1.82,"63,960",23.40,0.92,2.15,1
2024,4,30,11862375,22034843,2.97,1.07,1.90,"81,690",27.54,1.07,2.27,1
2024,4,30,17389155,22026663,0.28,0.17,0.12,"2,640",9.32,0.17,0.12,1
2024,4,30,17389155,22026663,0.47,0.18,0.28,"3,900",8.36,0.18,0.47,2
2024,4,30,13936295,22043484,0.18,0.00,0.18,"1,500",8.18,0.00,0.18,2
2024,4,30,12916725,22043478,0.95,0.75,0.20,"7,530",7.93,0.75,0.58,2
2024,4,30,11862565,22050992,1.50,0.83,0.67,"26,962",17.97,0.83,1.50,2
2024,4,30,11863315,22012336,2.50,0.25,2.25,"81,840",32.74,0.25,2.50,2
2024,4,30,13809395,22026484,0.23,0.00,0.23,"2,310",9.90,0.00,0.23,2
2024,4,30,13935485,22018406,0.20,0.00,0.20,"3,000",15.00,0.00,0.20,2
2024,4,30,14022615,22043486,2.12,0.95,1.17,"22,260",10.52,0.95,2.12,2
2024,4,30,12485595,21999662,1.05,0.32,0.73,"26,400",25.14,0.32,0.73,2
2024,5,2,12485595,21999662,1.90,0.42,1.48,"56,100",29.53,0.42,1.48,1
2024,5,2,11862535,22028177,0.28,0.17,0.12,"4,770",16.84,0.17,0.28,1
2024,5,2,14022685,22043487,0.13,0.00,0.13,"1,500",11.25,0.00,0.13,1
2024,5,2,14022595,22034848,1.15,0.25,0.90,"22,500",19.57,0.25,1.15,1
2024,5,2,11863025,22034844,2.83,0.73,2.10,"82,980",29.29,0.73,2.83,1
2024,5,2,13966475,22053122,2.40,1.32,1.08,"30,000",12.50,1.32,2.40,1
2024,5,2,11906015,22026661,0.17,0.00,0.17,"3,050",18.30,0.00,0.17,1
2024,5,2,14022555,22043485,0.82,0.30,0.52,"12,000",14.69,0.30,0.68,1
2024,5,2,14022555,22043485,0.97,0.72,0.25,"7,410",7.67,0.72,0.25,2
2024,5,2,11862205,22018399,3.85,1.32,2.53,"115,500",30.00,1.32,3.18,2
2024,5,2,13986735,22034847,0.23,0.17,0.07,"1,230",5.27,0.17,0.07,2
2024,5,2,11861965,22034841,3.57,1.77,1.80,"52,500",14.72,1.77,3.57,2
2024,5,2,12842205,22050996,0.65,0.23,0.42,"15,000",23.08,0.23,0.42,2
2024,5,3,12842965,22043477,0.30,0.17,0.13,"1,500",5.00,0.17,0.13,1
2024,5,3,17011005,22043488,1.55,1.48,0.07,"2,940",1.90,1.48,1.55,1
2024,5,3,13849665,22043483,0.22,0.00,0.22,"2,940",13.57,0.00,0.22,1
2024,5,3,11862185,22064197,2.63,0.40,2.23,"82,500",31.33,0.40,2.63,1
2024,5,3,13849655,22043482,0.27,0.00,0.27,"3,030",11.36,0.00,0.27,1
2024,5,3,17025685,22043489,0.15,0.00,0.15,"2,500",16.67,0.00,0.15,1
2024,5,3,11862035,22052303,1.98,1.50,0.48,"18,000",9.08,1.50,1.98,1
2024,5,3,13951855,22043625,0.17,0.00,0.17,"1,500",9.00,0.00,0.17,1
2024,5,3,13849005,22043481,0.85,0.53,0.32,"14,910",17.54,0.53,0.85,1
2024,5,3,11862995,22026483,1.53,0.48,1.05,"56,270",36.70,0.48,1.25,1
2024,5,3,11862995,22026483,0.27,0.00,0.27,"1,180",4.43,0.00,0.27,2
2024,5,3,13809395,22064104,0.13,0.00,0.13,"1,020",7.65,0.00,0.13,2
2024,5,3,11906065,22064099,0.33,0.25,0.08,"3,030",9.09,0.25,0.33,2
2024,5,3,11863315,22052306,3.93,1.68,2.25,"82,020",20.85,1.68,3.93,2
2024,5,3,14022605,14022605,0.88,0.32,0.57,"22,650",25.64,0.32,0.88,2
2024,5,3,13986725,22066067,1.23,0.50,0.73,"22,500",18.24,0.50,1.23,2
2024,5,3,17017215,22064106,0.72,0.20,0.52,"14,700",20.51,0.20,0.72,2
2024,5,3,17229025,22064107,1.72,1.02,0.70,"19,710",11.48,1.02,1.40,2
2024,5,6,17229025,22064107,1.00,0.17,0.83,"17,082",17.08,0.17,0.83,1
2024,5,6,13296015,22018239,2.23,0.83,1.40,"35,010",15.68,0.83,2.23,1
2024,5,6,14022555,22072671,0.93,0.27,0.67,"15,000",16.07,0.27,0.93,1
2024,5,6,11861965,22072612,2.53,0.17,2.37,"75,000",29.61,0.17,2.53,1
2024,5,6,12916725,22072614,0.78,0.50,0.28,"7,380",9.42,0.50,0.28,1
2024,5,6,11862145,22034842,2.23,1.40,0.83,"25,500",11.42,1.40,2.23,1
2024,5,6,11862115,22043468,0.52,0.32,0.20,"6,030",11.67,0.32,0.52,2
2024,5,6,11863295,22026660,0.43,0.32,0.12,"1,530",3.53,0.32,0.12,2
2024,5,6,11862175,22043470,3.92,0.00,3.92,"154,890",39.55,0.00,3.92,2
2024,5,6,11863585,22012338,2.37,0.47,1.90,"77,490",32.74,0.47,2.37,2
2024,5,6,11867325,22084028,2.03,0.97,1.07,"45,000",22.13,0.97,1.80,2
2024,5,7,11867325,22084028,1.00,0.17,0.83,"30,000",30.00,0.17,0.83,1
2024,5,7,12667495,22072613,1.83,1.02,0.82,"16,800",9.16,1.02,1.50,1
2024,5,7,17260275,22043490,1.37,0.42,0.95,"15,000",10.98,0.42,1.37,1
2024,5,7,11869645,22012342,3.43,0.42,3.02,"75,000",21.84,0.42,3.43,1
2024,5,7,11867205,22052307,2.17,0.38,1.78,"60,000",27.69,0.38,1.78,1
2024,5,7,11867205,22052307,1.62,1.10,0.52,"14,490",8.96,1.10,0.77,2
2024,5,7,13848975,22043480,0.80,0.58,0.22,"3,000",3.75,0.58,0.22,2
2024,5,7,12680205,22064102,0.28,0.00,0.28,"3,060",10.80,0.00,0.28,2
2024,5,7,11867165,22064113,0.88,0.17,0.72,"22,380",25.34,0.17,0.72,2
2024,5,7,11867325,22051489,1.97,0.00,1.97,"77,700",39.51,0.00,1.97,2
2024,5,7,13849035,21999668,0.52,0.13,0.38,"14,940",28.92,0.13,0.52,2
2024,5,7,13824055,22043479,1.78,1.08,0.70,"25,350",14.21,1.08,1.78,2
2024,5,7,13848995,21999666,0.73,0.20,0.53,"17,820",24.30,0.20,0.73,2
2024,5,7,11867185,22043472,0.62,0.23,0.38,"20,280",32.89,0.23,0.38,2
2024,5,8,11867185,22043472,2.18,1.20,0.98,"57,630",26.40,1.20,1.55,1
2024,5,8,11862165,11862165,1.40,0.48,0.92,"13,500",9.64,0.48,0.92,1
2024,5,8,11863315,22091293,2.85,0.50,2.35,"82,500",28.95,0.50,2.85,1
2024,5,8,11863325,22064110,1.63,0.17,1.47,"33,000",20.20,0.17,1.63,1
2024,5,8,11862395,22091290,1.67,0.53,1.13,"53,625",32.18,0.53,1.67,1
2024,5,8,11862395,22091290,0.63,0.00,0.63,"23,625",37.30,0.00,0.63,2
2024,5,8,12842975,22091294,0.73,0.20,0.53,"11,910",16.24,0.20,0.53,2
2024,5,8,11862375,22091289,2.85,1.08,1.77,"76,920",26.99,1.08,2.85,2
2024,5,8,13171095,22100808,0.53,0.00,0.53,"17,700",33.19,0.00,0.53,2
2024,5,8,11911015,22043475,1.35,0.28,1.07,"37,110",27.49,0.28,1.35,2
2024,5,8,13549385,22072028,0.83,0.67,0.17,"5,850",7.02,0.67,0.83,2
2024,5,8,14039435,22092338,0.28,0.13,0.15,"4,500",15.88,0.13,0.28,2
2024,5,8,11863325,22064112,1.45,0.50,0.95,"30,000",20.69,0.50,1.45,2
2024,5,8,14022595,22091541,0.12,0.00,0.12,"1,020",8.74,0.00,0.12,2
2024,5,8,12462525,22100565,0.40,0.23,0.17,"6,000",15.00,0.23,0.17,2
2024,5,9,12462525,22100565,0.30,0.17,0.13,"1,530",5.10,0.17,0.13,1
2024,5,9,11862395,22052305,1.83,0.00,1.83,"77,700",42.38,0.00,1.83,1
2024,5,9,11862775,22092336,0.22,0.17,0.05,"1,025",4.73,0.17,0.22,1
2024,5,9,11862375,22064098,0.75,0.50,0.25,"2,940",3.92,0.50,0.25,1
2024,5,9,13961945,22092337,0.38,0.00,0.38,"10,375",27.07,0.00,0.38,1
2024,5,9,11862375,22100904,2.02,0.17,1.85,"77,640",38.50,0.17,2.02,1
2024,5,9,17017575,22100753,0.85,0.47,0.38,"10,470",12.32,0.47,0.85,1
2024,5,9,11862185,22100903,2.47,0.45,2.02,"77,400",31.38,0.45,2.47,1
2024,5,9,11862115,22091288,0.32,0.20,0.12,"6,030",19.04,0.20,0.32,1
2024,5,9,11862015,22091286,0.50,0.08,0.42,"14,400",28.80,0.08,0.50,1
2024,5,9,11862015,22091286,0.47,0.20,0.27,"9,600",20.57,0.20,0.47,2
2024,5,9,11863235,22091292,1.17,0.42,0.75,"22,650",19.41,0.42,1.17,2
2024,5,9,11863005,22091291,0.12,0.00,0.12,"1,530",13.11,0.00,0.12,2
2024,5,9,11867325,22034411,4.43,0.80,3.63,"155,550",35.09,0.80,4.43,2
2024,5,9,11863585,22101087,2.77,0.60,2.17,"77,550",28.03,0.60,2.77,2
2024,5,9,11867295,22018403,2.15,0.17,1.98,"78,000",36.28,0.17,1.98,2
2024,5,10,11867295,22091305,3.53,1.32,2.22,"77,640",21.97,1.32,3.08,1
2024,5,10,11862175,22100905,2.67,0.43,2.23,"77,610",29.10,0.43,2.67,1
2024,5,10,11863185,22064108,2.22,0.97,1.25,"37,560",16.94,0.97,2.22,1
2024,5,10,13951345,22100921,0.83,0.23,0.60,"13,500",16.20,0.23,0.83,1
2024,5,10,13735595,22114684,0.28,0.28,0.00,"1,020",3.60,0.28,0.28,1
2024,5,10,11867295,22105714,0.18,0.18,0.00,"1,560",8.51,0.18,0.18,1
2024,5,10,11867295,22105714,3.03,0.72,2.32,"75,900",25.02,0.72,2.32,2
2024,5,10,13848975,22100916,0.60,0.37,0.23,"13,500",22.50,0.37,0.23,2
2024,5,10,11869705,22091306,0.75,0.00,0.75,"17,880",23.84,0.00,0.75,2
2024,5,10,12978225,22100914,0.30,0.18,0.12,"6,000",20.00,0.18,0.30,2
2024,5,10,11862175,22091303,2.48,0.48,2.00,"77,700",31.29,0.48,2.23,2
2024,5,10,11863585,22091304,3.93,0.50,3.43,"156,000",39.66,0.50,3.60,2
2024,5,13,11862165,22091302,2.02,0.78,1.23,"46,920",23.27,0.78,1.85,1
2024,5,13,11867325,22115240,3.00,0.93,2.07,"78,000",26.00,0.93,3.00,1
2024,5,13,11860895,22100902,0.33,0.00,0.33,"9,000",27.00,0.00,0.33,1
2024,5,13,11867325,22121146,4.40,1.72,2.68,"120,120",27.30,1.72,4.40,1
2024,5,13,11867325,22121146,0.98,0.25,0.73,"34,980",35.57,0.25,0.98,2
2024,5,13,11869705,22121148,0.35,0.32,0.03,"4,530",12.94,0.32,0.03,2
2024,5,13,11867165,22121145,1.22,0.30,0.92,"22,410",18.42,0.30,1.22,2
2024,5,13,11863585,22121144,4.12,0.43,3.68,"155,160",37.69,0.43,4.12,2
2024,5,13,11862185,22106602,2.60,1.08,1.52,"73,500",28.27,1.08,2.08,2
2024,5,14,11862185,22106602,0.83,0.60,0.23,"9,000",10.80,0.60,0.67,1
2024,5,14,11906065,11906065,2.48,1.63,0.85,"24,690",9.94,1.63,1.73,1
2024,5,14,13849055,22115242,0.32,0.23,0.08,"1,560",4.93,0.23,0.08,1
2024,5,14,11862115,22115236,0.70,0.00,0.70,"22,440",32.06,0.00,0.70,1
2024,5,14,11862145,22122513,0.28,0.00,0.28,"5,160",18.21,0.00,0.28,1
2024,5,14,17412825,22104854,0.92,0.33,0.58,"15,840",17.28,0.33,0.92,1
2024,5,14,11863025,22104847,2.28,0.33,1.95,"81,720",35.79,0.33,1.95,1
2024,5,14,11860775,22100900,1.37,0.70,0.67,"26,200",19.17,0.70,1.37,1
2024,5,14,13599145,22122521,1.03,0.33,0.70,"22,530",21.80,0.33,1.03,1
2024,5,14,11863315,22129755,0.43,0.00,0.43,"16,500",38.08,0.00,0.43,1
2024,5,14,11863315,22129755,2.78,0.45,2.33,"106,260",38.18,0.45,2.78,2
2024,5,14,14442315,22115244,0.37,0.00,0.37,"5,220",14.24,0.00,0.37,2
2024,5,14,14022555,22104848,1.30,0.67,0.63,"22,350",17.19,0.67,1.30,2
2024,5,14,17229025,22104851,1.20,0.22,0.98,"34,410",28.68,0.22,1.20,2
2024,5,14,11863325,22122518,0.87,0.50,0.37,"11,114",12.82,0.50,0.87,2
2024,5,14,13296015,22122527,2.28,0.87,1.42,"52,110",22.82,0.87,2.28,2
2024,5,14,13935485,22100915,0.30,0.17,0.13,"4,500",15.00,0.17,0.13,2
2024,5,14,11906065,22131260,0.62,0.17,0.45,"14,910",24.18,0.17,0.62,2
2024,5,14,11863035,22122516,0.83,0.00,0.83,"26,610",31.93,0.00,0.83,2
2024,5,14,11862055,22122511,0.48,0.30,0.18,"9,000",18.62,0.30,0.18,2
2024,5,15,11862055,22122511,1.17,0.52,0.65,"28,500",24.43,0.52,1.00,1
2024,5,15,12424895,22115241,0.57,0.38,0.18,"6,000",10.59,0.38,0.57,1
2024,5,15,17289945,22115245,1.70,1.17,0.53,"14,000",8.24,1.17,1.55,1
2024,5,15,14240325,22122523,0.57,0.00,0.57,"15,030",26.52,0.00,0.57,1
2024,5,15,17410725,22129758,0.42,0.20,0.22,"6,570",15.77,0.20,0.42,1
2024,5,15,11862995,22135751,1.93,0.80,1.13,"37,110",19.19,0.80,1.13,1
2024,5,15,11862115,22122512,1.70,0.58,1.12,"31,320",18.42,0.58,1.70,1
2024,5,15,11862015,22122509,0.38,0.00,0.38,"9,840",25.67,0.00,0.38,1
2024,5,15,11862175,22115237,2.23,1.02,1.22,"48,360",21.65,1.02,2.23,1
2024,5,15,11862175,22115237,6.72,4.92,1.80,"58,950",8.78,4.92,5.72,2
2024,5,15,11856145,22129748,0.70,0.00,0.70,"18,240",26.06,0.00,0.70,2
2024,5,15,11867185,22123530,2.27,0.00,2.27,"77,610",34.24,0.00,2.27,2
2024,5,15,11867335,22129757,1.02,0.57,0.45,"15,600",15.34,0.57,0.78,2
2024,5,15,11863185,22136983,0.42,0.17,0.25,"7,500",18.00,0.17,0.25,2
2024,5,16,11863185,22136983,0.42,0.17,0.25,"7,500",18.00,0.17,0.25,1
2024,5,16,11862165,22129752,1.18,0.00,1.18,"33,000",27.89,0.00,1.18,1
2024,5,16,11869645,22139722,3.05,0.67,2.38,"74,790",24.52,0.67,2.58,1
2024,5,16,11860865,22139720,0.65,0.00,0.65,"22,410",34.48,0.00,0.65,1
2024,5,16,13849705,22137321,0.25,0.00,0.25,"1,500",6.00,0.00,0.25,1
2024,5,16,11867325,22144837,1.90,0.00,1.90,"78,000",41.05,0.00,1.90,1
2024,5,16,11863585,22139545,3.25,1.17,2.08,"73,320",22.56,1.17,2.92,1
2024,5,16,11863585,22139545,2.60,0.25,2.35,"81,840",31.48,0.25,2.60,2
2024,5,16,11862175,22144854,2.30,0.00,2.30,"77,640",33.76,0.00,2.30,2
2024,5,16,11867325,22139721,6.25,2.55,3.70,"149,760",23.96,2.55,6.25,2
2024,5,17,11867325,22139721,0.37,0.17,0.20,"5,760",15.71,0.17,0.20,1
2024,5,17,11862395,22137315,2.53,0.70,1.83,"81,900",32.33,0.70,2.00,1
2024,5,17,13936295,22145051,0.30,0.18,0.12,"3,510",11.70,0.18,0.30,1
2024,5,17,11862325,22137313,0.43,0.00,0.43,"7,500",17.31,0.00,0.43,1
2024,5,17,11863025,22129754,2.05,0.18,1.87,"81,900",39.95,0.18,2.05,1
2024,5,17,13174205,22122519,1.70,0.87,0.83,"32,000",18.82,0.87,1.20,1
2024,5,17,11862285,22145049,1.90,0.32,1.58,"37,350",19.66,0.32,1.90,1
2024,5,17,13947225,22137323,0.10,0.00,0.10,990,9.90,0.00,0.10,1
2024,5,17,12916725,22137319,1.25,0.77,0.48,"10,350",8.28,0.77,0.73,1
2024,5,17,17008525,22137327,0.13,0.00,0.13,"2,040",15.30,0.00,0.13,1
2024,5,17,14022595,22137325,1.20,0.60,0.60,"22,530",18.78,0.60,1.20,2
2024,5,17,11863315,22137317,1.97,0.00,1.97,"82,080",41.74,0.00,1.97,2
2024,5,17,13809395,22152144,0.33,0.00,0.33,"6,120",18.36,0.00,0.33,2
2024,5,17,13968575,22145052,0.28,0.00,0.28,"7,590",26.79,0.00,0.28,2
2024,5,17,11860775,22137312,1.33,0.75,0.58,"21,350",16.01,0.75,1.33,2
